"Statut de l’établissement de la filière de formation (public, privé…)",Établissement,Région de l’établissement,Filière de formation,Part des terminales générales qui étaient en position de recevoir une proposition en phase principale
Public,Sciences Po Lille - Institut d'études politiques,Hauts-de-France,Sciences Po / Instituts d'études politiques - Sciences Humaines et Sociales - Grade Master - Double diplôme Franco-Allemand,100.0
Public,Sciences Po Lille - Institut d'études politiques,Hauts-de-France,Sciences Po / Instituts d'études politiques - Sciences Humaines et Sociales - Grade Master - Double diplôme Franco-Espagnol,100.0
Public,Lycée André Lurçat,Hauts-de-France,BTS - Services - Comptabilité et gestion,24.0
Public,Lycée Arthur Rimbaud,Hauts-de-France,BTS - Services - Support à l'action managériale,30.0
Public,Lycée Arthur Rimbaud,Hauts-de-France,BTS - Services - Comptabilité et gestion,36.0
Public,Université du littoral - Site de Dunkerque,Hauts-de-France,Licence - Lettres - Parcours Lettres modernes,87.0
Public,Université du littoral - Site de Dunkerque,Hauts-de-France,Licence - Humanités - Parcours Culture et médias,85.0
Public,Université d'Artois - Site de Douai,Hauts-de-France,Licence - Portail Droit -  classique,100.0
Privé enseignement supérieur,Institut Catholique de Lille-Faculté Libre Droit,Hauts-de-France,Licence - Portail Droit - droit et culture juridique,96.0
Public,Polytech Lille,Hauts-de-France,Formation d'ingénieur Bac + 5 - Bac général,100.0
Public,Lycée du PAYS DE CONDE,Hauts-de-France,BTS - Services - Gestion de la PME,25.0
Public,Lycée du PAYS DE CONDE,Hauts-de-France,BTS - Services - Communication,61.0
Public,Université de Lille,Hauts-de-France,Licence - Sciences du langage - Parcours Langue des signes française,86.0
Public,Université de Lille,Hauts-de-France,"Licence - Portail Lettres - option Journalisme mentions : Lettres - Langues, littératures et civilisations étrangères et régionales (Académie ESJ)",100.0
Public,Université de Lille,Hauts-de-France,Licence - Philosophie - Parcours Philosophie - Sociologie,89.0
Public,Université de Lille,Hauts-de-France,Licence - Histoire,88.0
Public,Université de Lille,Hauts-de-France,Licence - Portail Sociologie - Sociologie quantitative,92.0
Public,Université de Lille,Hauts-de-France,Licence - Parcours d'Accès Spécifique Santé (PASS),100.0
Public,Université de Lille,Hauts-de-France,Licence - Science politique,100.0
Public,Université de Lille,Hauts-de-France,Licence - Humanités,89.0
Public,Université de Lille,Hauts-de-France,Licence - Economie et gestion - Parcours Sciences économiques et gestion d'entreprise,0.0
Public,Université de Lille,Hauts-de-France,"Licence - Langues, littératures et civilisations étrangères et régionales - Parcours  Russe",90.0
Public,Université de Lille,Hauts-de-France,Licence - Histoire - Parcours Préparation aux concours d'entrée des I.E.P.,100.0
Public,Université de Lille,Hauts-de-France,Licence - Portail Mathématiques Physique Chimie Sciences de l'Ingénieur (ex SESI),98.0
Public,Université de Lille,Hauts-de-France,Licence - Portail Droit,94.0
Public,Université de Lille,Hauts-de-France,"DEUST - Animation et gestion des activités physiques, sportives ou culturelles",82.0
Public,Université de Lille,Hauts-de-France,Licence - Lettres - Parcours  Lettres modernes,89.0
Public,Université de Lille,Hauts-de-France,Licence - Droit - Entièrement en distanciel,75.0
Public,Université de Lille,Hauts-de-France,Licence - Parcours d'Accès Spécifique Santé (PASS),100.0
Public,Université de Lille,Hauts-de-France,DEUST - Santé environnement : Techniques de laboratoire,85.0
Public,Université de Lille,Hauts-de-France,"Licence - Langues, littératures et civilisations étrangères et régionales - Parcours Arabe débutant",62.0
Public,Université de Lille,Hauts-de-France,Licence - Portail Sciences et Techniques des Activités Physiques et Sportives,92.0
Public,Université de Lille,Hauts-de-France,Licence - Etudes culturelles - Parcours Culture et médias,91.0
Public,Université de Lille,Hauts-de-France,Licence - Sciences sociales - Parcours Sciences économiques et sociales,99.0
Public,Université de Lille,Hauts-de-France,DEUST - Technologies de l'organisation dans les professions de santé,60.0
Public,Université de Lille,Hauts-de-France,Licence - Langues étrangères appliquées - Parcours Anglais suédois appliqués aux affaires,88.0
Public,Université de Lille,Hauts-de-France,"Licence - Langues, littératures et civilisations étrangères et régionales - Parcours  Néerlandais",89.0
Public,Université de Lille,Hauts-de-France,DEUST - Infrastructures numériques,79.0
Public,Université de Lille,Hauts-de-France,Licence - Sciences de la vie - Parcours sciences de la vie - Option bilingue,100.0
Public,Université de Lille,Hauts-de-France,"Licence - Portail Sciences de la vie - Sciences de la vie, de la Terre et de l'environnement (SVTE) : L1 aménagée pour bacs technologiques",0.0
Public,Université de Lille,Hauts-de-France,"Licence - Langues, littératures et civilisations étrangères et régionales - Parcours Portugais - Entièrement en distanciel",62.0
Privé enseignement supérieur,Institut Social de Lille - Antenne de Maubeuge,Hauts-de-France,D.E Assistant de Service Social,71.0
Public,Université Polytechnique Hauts-de-France,Hauts-de-France,Licence - Droit - Parcours Droit - Langue,86.0
Public,Université Polytechnique Hauts-de-France,Hauts-de-France,Licence - Sciences et technologies - Parcours Audiovisuel et Médias Numériques,96.0
Public,Université Polytechnique Hauts-de-France - Site de CAMBRAI,Hauts-de-France,Licence - Portail Sciences de la vie - Biotechnologies et Agroalimentaire (Cambrai),88.0
Privé enseignement supérieur,JUNIA - Grande école d'ingénieurs de LILLE,Hauts-de-France,Formation Bac + 3,85.0
Privé enseignement supérieur,JUNIA - Grande école d'ingénieurs de LILLE,Hauts-de-France,Formation d'ingénieur Bac + 5 - Bacs généraux - 2 Sciences,100.0
Public,Institut universitaire de technologie de Lille - Université de Lille,Hauts-de-France,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,76.0
Public,Institut universitaire de technologie de Lille - Université de Lille,Hauts-de-France,"BUT - Génie mécanique et productique (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première)",75.0
Public,IUT de l'Université de Lille - site de Tourcoing,Hauts-de-France,BUT - Carrières sociales Parcours éducation spécialisée,49.0
Privé enseignement supérieur,USCHOOL - Ecole pluridisciplinaire de l'Institut Catholique de LILLE,Hauts-de-France,Licence - Portail Pluridisciplinaire - Projet personnel,100.0
Public,Lycée Felix Faure,Hauts-de-France,BTS - Services - Conseil et commercialisation de solutions techniques,27.0
Public,Lycée Mireille Grenet,Hauts-de-France,BTS - Services - Conseil et commercialisation de solutions techniques,17.0
Public,Lycée Mireille Grenet,Hauts-de-France,BTS - Production - Conception et Réalisation de Systèmes Automatiques,11.0
Public,Lycée Marie Curie,Hauts-de-France,BTS - Production - Electrotechnique,27.0
Public,Lycée Marie Curie,Hauts-de-France,BTS - Production - Conception des processus de réalisation de produits (1ère année commune),26.0
Public,Lycée Jules Uhry,Hauts-de-France,BTS - Services - Comptabilité et gestion,33.0
Public,Lycée Jules Uhry,Hauts-de-France,BTS - Production - Métiers de la mode-vêtements,20.0
Public,Lycée Jean Calvin,Hauts-de-France,BTS - Services - Comptabilité et gestion,24.0
Privé enseignement supérieur,UniLaSalle Beauvais,Hauts-de-France,Formation d'ingénieur Bac + 5 - Bac +1,100.0
Privé enseignement supérieur,ESCOM Chimie Compiègne,Hauts-de-France,Formation d'ingénieur Bac + 5 - Bacs technologiques,0.0
Privé sous contrat d'association,Lycée professionnel Croiset,Hauts-de-France,BTS - Services - Gestion de la PME,27.0
Privé sous contrat d'association,Institution Sevigne,Hauts-de-France,BTS - Services - Gestion de la PME,22.0
Public,Lycée CONDORCET,Hauts-de-France,BTS - Services - Gestion de la PME,13.0
Public,I.U.T de l'Oise - Site de Creil,Hauts-de-France,BUT - Hygiène Sécurité Environnement,64.0
Public,I.U.T de l'Oise - Site de Creil,Hauts-de-France,BUT - Management de la Logistique et des Transports,49.0
Public,Université d'Amiens - Antenne de Beauvais,Hauts-de-France,Licence - Humanités - Parcours Licence Humanités (Portail Lettres),74.0
Public,Université d'Amiens - Antenne de Beauvais,Hauts-de-France,Licence - Chimie - Parcours Licence Chimie (Portail Sciences),85.0
Public,I.U.T de l'Oise - Site de Beauvais,Hauts-de-France,BUT - Gestion des entreprises et des administrations,54.0
Public,I.U.T de l'Oise - Site de Beauvais,Hauts-de-France,BUT - Techniques de commercialisation,57.0
Public,Lycée Leclerc Navarre,Normandie,BTS - Services - Comptabilité et gestion,29.0
Public,Lycée Mézeray Gabriel,Normandie,DN MADE - Objet - Spécialité : Conception matérielle et immatérielle d'objets pour des espaces de vie,51.0
Public,Lycée Napoleon,Normandie,BTS - Production - Conception des processus de réalisation de produits (1ère année commune),8.0
Public,Lycée Napoleon,Normandie,"BTS - Production - Conception de produits industriels (Statut d'apprenti sur tout ou partie des années, au-delà de la première)",7.0
Privé sous contrat d'association,Lycée Jeanne D'Arc (Argentan),Normandie,BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie,22.0
Public,IUT GRAND OUEST NORMANDIE - Pôle d'Alençon,Normandie,"BUT - Génie mécanique et productique (Statut d'apprenti possible sur tout ou partie des années, au-delà de la première)",62.0
Privé sous contrat d'association,MFREO de la Ferté Macé,Normandie,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole",10.0
Public,ANT UFR DROIT SC POLITIQUES UNIVERSITE CAEN NORMANDIE,Normandie,Licence - Portail Droit,88.0
Public,Lycée Robespierre,Hauts-de-France,CPGE - MPSI,100.0
Public,Lycée Pablo Picasso,Hauts-de-France,BTS - Services - Management Commercial Opérationnel,6.0
Public,Lycée Louis Blaringhem,Hauts-de-France,BTS - Services - Gestion de la PME,32.0
Public,Lycée Pierre De Coubertin,Hauts-de-France,BTS - Services - Comptabilité et gestion,44.0
Public,Lycée Diderot,Hauts-de-France,BTS - Services - Comptabilité et gestion,32.0
Public,Lycée Auguste Behal,Hauts-de-France,BTS - Production - Electrotechnique,8.0
Public,Lycée Auguste Behal,Hauts-de-France,BTS - Services - Economie sociale familiale,34.0
Public,Lycée Anatole France,Hauts-de-France,BTS - Services - Service et prestation des secteurs sanitaire et social,24.0
Public,Lycée Alexandre Ribot,Hauts-de-France,BTS - Services - Support à l'action managériale,11.0
Public,Université du littoral - Site de Calais -,Hauts-de-France,DEUST - Bureautique et Communication Multimédia - Webdesigner/Webdeveloppeur,75.0
Public,Lycée Guy Mollet,Hauts-de-France,BTS - Services - Support à l'action managériale,19.0
Public,Lycée Guy Mollet,Hauts-de-France,DTS Imagerie médicale et radiologie thérapeutique,55.0
Privé sous contrat d'association,Lycée Saint Pierre,Hauts-de-France,BTS - Services - Management en hôtellerie restauration,13.0
Privé sous contrat d'association,Lycée Saint Pierre,Hauts-de-France,Mise à niveau - Hôtellerie restauration,50.0
Privé sous contrat d'association,Lycée Baudimont Saint-Charles,Hauts-de-France,BTS - Services - Services informatiques aux organisations,49.0
Public,Lycée agro-environnemental d'Arras,Hauts-de-France,BTS - Agricole - Gestion et protection de la nature,58.0
Public,Lycée Jan Lavezzari,Hauts-de-France,BTS - Services - Tourisme,45.0
Public,Lycée Blaise Pascal,Hauts-de-France,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux",30.0
Public,Lycée des Métiers - Hotelier,Hauts-de-France,Mention complémentaire - Accueil réception,21.0
Public,Lycée Mariette,Hauts-de-France,CPGE - Lettres,100.0
Public,Lycée Mariette,Hauts-de-France,BTS - Services - Gestion de la PME,27.0
Privé sous contrat d'association,IFSI La Croix-Rouge Française Arras,Hauts-de-France,D.E Infirmier,49.0
Privé sous contrat d'association,IFSI Croix Rouge Française Calais,Hauts-de-France,D.E Infirmier,48.0
Privé sous contrat d'association,Institut Saint Eloi,Hauts-de-France,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole",20.0
Privé sous contrat d'association,Institut Saint Eloi,Hauts-de-France,BTS - Agricole - génie des équipements agricoles,22.0
Privé sous contrat d'association,Lycée St-Joseph,Hauts-de-France,BTS - Agricole - Aquaculture,37.0
Public,Université d'Artois - Site de Lens,Hauts-de-France,Licence - Sciences de la vie - Parcours Préparatoire au Professorat des Ecoles (PPPE),100.0
Public,Lycée Voltaire,Hauts-de-France,BTS - Services - Gestion de la PME,21.0
Public,Université du littoral - Site de Boulogne-sur-Mer,Hauts-de-France,Licence - Histoire,87.0
Public,Université d'Artois - Site d'Arras,Hauts-de-France,Licence - Géographie et aménagement,86.0
Public,IG2I,Hauts-de-France,"Formation d'ingénieur Bac + 5 - bac S,STI2D",99.0
Public,I.U.T. de Lens,Hauts-de-France,BUT - Métiers du multimédia et de l'internet,49.0
Public,I.U.T. de Lens,Hauts-de-France,BUT - Gestion des entreprises et des administrations,49.0
Public,Université d'Artois - Site de Béthune,Hauts-de-France,Licence - Sciences pour l'ingénieur,83.0
Privé sous contrat d'association,IRTS HDF - Site Artois,Hauts-de-France,D.E Assistant de Service Social,65.0
Public,Lycée Léonard de Vinci,Hauts-de-France,BTS - Production - Métiers de la chimie,64.0
Public,LYCEE POLYVALENT D'ARTOIS,Hauts-de-France,BTS - Services - Négociation et digitalisation de la Relation Client,12.0
Privé sous contrat d'association,IRTS Hauts-de-France - Site Côte d'Opale,Hauts-de-France,D.E Educateur Spécialisé,55.0
Privé sous contrat d'association,EESTS - ECOLE EUROPEENNE SUPERIEURE EN TRAVAIL SOCIAL DE ST OMER,Hauts-de-France,D.E Educateur Spécialisé,50.0
Public,Lycée Blaise Pascal,Auvergne-Rhône-Alpes,CPGE - ECG,100.0
Public,Lycée Sidoine Apollinaire,Auvergne-Rhône-Alpes,Diplôme de Comptabilité et de Gestion,70.0
Public,Lycée Sidoine Apollinaire,Auvergne-Rhône-Alpes,BTS - Services - Service et prestation des secteurs sanitaire et social,30.0
Public,Lycée Sidoine Apollinaire,Auvergne-Rhône-Alpes,BTS - Services - Management Commercial Opérationnel,22.0
Public,Lycée La Fayette,Auvergne-Rhône-Alpes,"BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux",47.0
Public,Lycée La Fayette,Auvergne-Rhône-Alpes,BTS - Production - Maintenance des systèmes - option A Systèmes de production,13.0
Public,Lycée La Fayette,Auvergne-Rhône-Alpes,BTS - Production - Electrotechnique,7.0
Public,Lycée professionnel Roger Claustres,Auvergne-Rhône-Alpes,Mention complémentaire - Aéronautique - option avionique,0.0
Public,Lycée professionnel des métiers HSC Deville,Auvergne-Rhône-Alpes,BTS - Production - Conception et réalisation en chaudronnerie industrielle,10.0
Public,Lycée professionnel Desaix,Auvergne-Rhône-Alpes,BTS - Production - Métiers de la mode-chaussure et maroquinerie,34.0
Public,Lycée Montdory,Auvergne-Rhône-Alpes,BTS - Services - Négociation et digitalisation de la Relation Client,15.0
Public,Lycée Ambroise Brugiere,Auvergne-Rhône-Alpes,BTS - Services - Banque conseiller de clientèle,30.0
Public,Lycée Ambroise Brugiere,Auvergne-Rhône-Alpes,BTS - Services - Commerce International,61.0
